epoch,decoded_imap_loss,decoded_mmap_loss,loss,val_decoded_imap_loss,val_decoded_mmap_loss,val_loss
0,0.002144576129875176,0.009597697549757459,0.01174227368399645,0.0021643267477663613,0.009020336756699728,0.011184663484686786
1,0.002092844785355536,0.009480924240821363,0.011573769018716182,0.0023485581402992377,0.009452603135746225,0.011801161292434028
2,0.0021568472898917715,0.009554898157995081,0.011711745439581528,0.001964460010640323,0.009279714467781551,0.011244174502157037
3,0.002114408834473632,0.009738880155569769,0.011853288992014157,0.0020045724712104258,0.009768924486000561,0.011773496958906355
4,0.001979604085142687,0.009344474681086632,0.01132407877087467,0.001969034099743421,0.00888303195316236,0.01085206601786816
5,0.0019297795057715678,0.009213807227421088,0.011143586741920286,0.002014220728385217,0.009389911362340728,0.011404132106549386
6,0.0020056290068058914,0.0091916104945317,0.01119723949669224,0.0019547476877404143,0.00898032776052946,0.010935075452225735
7,0.002096250420436263,0.00940639081837873,0.011502641255425643,0.0021425919286291867,0.009040155298827053,0.011182747245540173
8,0.002113774717259508,0.00934814201035011,0.01146191671860045,0.0020245612255360896,0.009595902428681989,0.01162046367004152
9,0.0020551373367057044,0.009210694460209544,0.011265831799589844,0.0018704304204873957,0.00856868213820226,0.010439112560950148
10,0.0020174920245579374,0.009074605656213418,0.011092097683164416,0.00214355944280594,0.010150626923400656,0.012294186360555367
11,0.0019597722468852655,0.009138283115375827,0.011098055384080168,0.0019282034928322707,0.009160738481317186,0.011088941985451914
12,0.0020515788377498015,0.00916398715108471,0.01121556599587292,0.0020802660310613804,0.008907445878224465,0.010987711934716378
13,0.0019862557230111858,0.009010197518747006,0.01099645324274357,0.0017847616849376738,0.00883831395270321,0.010623075615035968
14,0.002009538744301496,0.009087271130831851,0.011096809878652553,0.0019876135160549753,0.009026845523780122,0.011014459042095588
15,0.002055297166355711,0.009011185455486232,0.011066482609595108,0.001905685561953239,0.008867550198241923,0.010773235760195163
16,0.0019057462116626814,0.008859969211005783,0.010765715429003035,0.0018501987480739294,0.008788830645888755,0.010639029374183382
17,0.0019159658927134853,0.008848065331335007,0.010764031222218506,0.0017873023368770854,0.008722768382178349,0.010510070767090882
18,0.001962270074441777,0.008923583704541284,0.01088585377025543,0.0023828981482667973,0.008971356956324386,0.011354255096679464
19,0.0019414706491812288,0.008881805747851027,0.010823276390556916,0.0019062776689291073,0.008533868328351709,0.010440145976371268
20,0.001949592190541264,0.008907518555109526,0.010857110752970738,0.002046848587958522,0.008797794006294707,0.010844642615162776
21,0.0018866734152396256,0.008773551904737156,0.010660225330675167,0.001795167507472656,0.008471141847356865,0.010266309373478577
22,0.001951883643856576,0.008813048495563082,0.01076493213941966,0.0019764791494823125,0.008950903882878353,0.010927383053270213
23,0.0018554822545433292,0.008788312921591076,0.01064379517655671,0.0018086725121445376,0.008479934897798212,0.010288607435373283
24,0.0018977616070978065,0.008687008803478355,0.010584770406212347,0.0018861632617823418,0.009064416143392186,0.010950579411956003
25,0.0019362416380775379,0.008739116147246118,0.01067535778250829,0.0018763588843143826,0.00888924243480184,0.010765601297641553
26,0.0018644579487741265,0.008603558518632147,0.010468016464168605,0.001873326379335621,0.008765271032970506,0.010638597423608587
27,0.001891761373907571,0.008706382171733997,0.010598143551413064,0.0018140440298135853,0.008705510199522076,0.010519554198819022
28,0.0018742684142026677,0.00859393807918626,0.010468206499019658,0.001726669211333925,0.008374229057701034,0.010100898249255657
29,0.0019003560517699498,0.008576441644617731,0.01047679769413539,0.0018363088901715298,0.00842919484802603,0.010265503722939242
