epoch,decoded_imap_loss,decoded_mmap_loss,loss,val_decoded_imap_loss,val_decoded_mmap_loss,val_loss
0,0.14404892089505927,0.09195373891689144,0.23600265980004884,0.13127022707022917,0.07872857462662534,0.20999880001330987
1,0.1510745234394702,0.07737770024091957,0.22845222396305956,0.13898729542509103,0.06516917221821271,0.20415646778658414
2,0.13948936627124445,0.07017917190559399,0.20966853835759833,0.13262851022852537,0.060756440369937666,0.19338495050294277
3,0.13087303799609787,0.07371907929381052,0.20459211737917254,0.13775606668339327,0.07881358829446328,0.21656965430921468
4,0.12325719474389339,0.06903128120631646,0.1922884759026023,0.11709366901180683,0.06703425290134664,0.1841279218594233
5,0.14929889488560608,0.07150210615116567,0.22080100088502272,0.1333101013293251,0.0641587707811059,0.19746887101194796
6,0.1271237847677911,0.0672954208821582,0.19441920590286438,0.14490226274117446,0.06158711360349583,0.20648937701032713
7,0.13395730319162147,0.07325006546541905,0.20720736881176505,0.13220533356070518,0.06093246084996141,0.1931377938733651
8,0.13223561286604918,0.06656764393609862,0.1988032565544398,0.10478621630523449,0.06529148128361274,0.17007769749332696
9,0.13100824596735236,0.06300507297221654,0.19401331870748212,0.12739130521479708,0.060754367198126435,0.18814567256814393
10,0.14596065063886463,0.059012515869470664,0.20497316644547847,0.1433661425820528,0.06241905202683157,0.20578519474619475
11,0.14544310360647048,0.0658721225291562,0.2113152260954578,0.12636721005233434,0.07080632007609193,0.19717353047468725
12,0.13183986476232734,0.0630209566753792,0.1948608210006842,0.12907452035981876,0.07234043938418229,0.20141495988728145
13,0.13851098889133895,0.062229297696627654,0.20074028658647888,0.12930078498828104,0.06156962375658063,0.19087040901948243
14,0.11641245839682916,0.06392373708032142,0.18033619574940624,0.13357426127036795,0.05731109001088697,0.19088535249615327
15,0.1238481238448677,0.06521299466365776,0.1890611184147981,0.12096010205837396,0.06343939838310082,0.18439950068027544
16,0.13604963591066413,0.06114556584224557,0.19719520125526208,0.0994704585426893,0.07091520647876538,0.17038566504533476
17,0.12219269219904948,0.06107982770635035,0.18327251980051446,0.1367099279872118,0.05809101222369533,0.1948009398407661
18,0.1265154250335103,0.06732227158369705,0.19383769672804366,0.11923356132151988,0.06108962855516718,0.18032318926774538
19,0.12152496599160825,0.06183683279657754,0.1833617989295207,0.10519404921871729,0.049527659391363464,0.15472170911156213
20,0.12028233978909235,0.06105026212214424,0.18133260200198847,0.11870847671077801,0.06675475664460698,0.18546323287181365
21,0.11021233037018928,0.063501651334493,0.17371398180770797,0.10975268554802124,0.062135877362333045,0.17188856359093618
22,0.09996266878498629,0.0638142201626233,0.16377688915775226,0.1190786593569777,0.0718422161283879,0.19092087438091254
23,0.11200227917204746,0.05800558897419669,0.17000786794688755,0.13223845277650234,0.05809919456115518,0.19033764818539986
24,0.10082491190907673,0.061397888295995164,0.16222280048476623,0.12098774075126037,0.06246529592392154,0.18345303575579935
25,0.10002538012548948,0.05942099763470265,0.15944637742619544,0.12493860461295415,0.05754932306277064,0.18248792756826449
26,0.09628449777920788,0.05658934041991616,0.15287383812399338,0.09089216783356208,0.06352451523670401,0.15441668301056594
27,0.10281824283956434,0.05831920877232934,0.1611374517480215,0.10514941816337597,0.04918668703892483,0.15433610436052847
28,0.10100077324139234,0.058126058888446075,0.15912683222430962,0.1093142353093777,0.06475768687251286,0.17407192175204939
29,0.09577277044471079,0.05334853669836784,0.14912130713415223,0.10190737875512777,0.056632736405262195,0.15854011490367925
30,0.1030789777731743,0.0586210571634122,0.16170003472235256,0.09961701103318961,0.05672217509112297,0.15633918583775178
31,0.10208881340516261,0.06292417333029901,0.1650129868306767,0.14152431993100506,0.06638073180921567,0.20790505141783983
32,0.12410585876232899,0.06397361049619012,0.18807946952482382,0.07681313300362,0.05259784551050801,0.1294109785499481
33,0.10033982014432312,0.055391322202108705,0.15573114212661887,0.09519306737451981,0.05267245605146178,0.1478655231782259
34,0.09289046141286246,0.06070877032238431,0.15359923156638877,0.10608326615049289,0.06117420113430573,0.1672574690519235
35,0.0908759720742512,0.059026419772757605,0.14990239203595124,0.0991087690091286,0.06283064908049522,0.1619394178955983
36,0.10093461072887666,0.058669905041377195,0.15960451585654253,0.0861914154046621,0.05283276088392505,0.13902417589456606
37,0.10189503580688859,0.05363926126550252,0.15553429709693875,0.10777739146485543,0.07280161778908223,0.18057900987183437
38,0.09869217497115128,0.05998622483094803,0.15867839984524365,0.12096551292313215,0.058666505301610015,0.17963201843966276
39,0.10410503054055543,0.05523731439752272,0.15934234502883002,0.12610925901203585,0.08180478174621478,0.20791404063885027
40,0.09141393309346023,0.05614872725074962,0.14756265996744078,0.08864392376003358,0.05474402934002379,0.14338795286722672
41,0.09620657260901631,0.05770928745854277,0.15391585997308785,0.09711833176417993,0.05540907753106111,0.15252740814899787
42,0.09202251804415315,0.057250002320608895,0.14927251999989485,0.10140114561774027,0.04996975319077953,0.15137089874881965
43,0.09806236896080711,0.05505525520794427,0.15311762378714716,0.08659586439339015,0.05857349842942009,0.1451693626646048
44,0.0970868003099395,0.05597817810912863,0.1530649782464908,0.0915118918204919,0.058177863695443824,0.14968975585622665
45,0.09042643217709118,0.0581519034871171,0.1485783354209635,0.11110121864252366,0.04953533582365475,0.16063655330202517
46,0.10297335019579139,0.05704657263762225,0.16001992323956551,0.10255334232575618,0.06156060365864482,0.1641139461635015
47,0.09126071478374088,0.05444529614881419,0.1457060108693263,0.1127298603264185,0.049231785092837155,0.1619616464162484
48,0.09543635625951587,0.05526831530974791,0.15070467159009207,0.09823673034612185,0.05167148791802808,0.14990821834176016
49,0.09103091382168638,0.056980852780048365,0.14801176666570737,0.091981301514002,0.05207196707264162,0.14405326855679354
